# Assembly name:  AgR_To_v5
# Organism name:  Trifolium repens (white clover)
# Infraspecific name:  cultivar=cv 'Crau'-derivative
# Taxid:          3899
# BioSample:      SAMN11016253
# BioProject:     PRJNA523044
# Submitter:      AgResearch Ltd
# Date:           2019-11-22
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    VCDJ01
# Assembly method: AllPaths v. DEC-2013
# Expected final version: no
# Genome coverage: 100.0x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_005869975.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_005871075.1		Primary Assembly
## GCA_005871225.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_5856	unplaced-scaffold	na	na	VCDJ01005856.1	<>	na	Primary Assembly	352	na
scaffold_5857	unplaced-scaffold	na	na	VCDJ01005857.1	<>	na	Primary Assembly	1372	na
scaffold_5858	unplaced-scaffold	na	na	VCDJ01005858.1	<>	na	Primary Assembly	1731	na
scaffold_5859	unplaced-scaffold	na	na	VCDJ01005859.1	<>	na	Primary Assembly	1768	na
scaffold_5860	unplaced-scaffold	na	na	VCDJ01005860.1	<>	na	Primary Assembly	1764	na
scaffold_5861	unplaced-scaffold	na	na	VCDJ01005861.1	<>	na	Primary Assembly	1687	na
scaffold_5862	unplaced-scaffold	na	na	VCDJ01005862.1	<>	na	Primary Assembly	1767	na
scaffold_5863	unplaced-scaffold	na	na	VCDJ01005863.1	<>	na	Primary Assembly	236	na
scaffold_5864	unplaced-scaffold	na	na	VCDJ01005864.1	<>	na	Primary Assembly	1502	na
scaffold_5865	unplaced-scaffold	na	na	VCDJ01005865.1	<>	na	Primary Assembly	1764	na
scaffold_5866	unplaced-scaffold	na	na	VCDJ01005866.1	<>	na	Primary Assembly	1300	na
scaffold_5867	unplaced-scaffold	na	na	VCDJ01005867.1	<>	na	Primary Assembly	1764	na
scaffold_5868	unplaced-scaffold	na	na	VCDJ01005868.1	<>	na	Primary Assembly	1728	na
scaffold_5869	unplaced-scaffold	na	na	VCDJ01005869.1	<>	na	Primary Assembly	1714	na
scaffold_5870	unplaced-scaffold	na	na	VCDJ01005870.1	<>	na	Primary Assembly	1733	na
scaffold_5871	unplaced-scaffold	na	na	VCDJ01005871.1	<>	na	Primary Assembly	1758	na
scaffold_5872	unplaced-scaffold	na	na	VCDJ01005872.1	<>	na	Primary Assembly	1761	na
scaffold_5873	unplaced-scaffold	na	na	VCDJ01005873.1	<>	na	Primary Assembly	1761	na
scaffold_5874	unplaced-scaffold	na	na	VCDJ01005874.1	<>	na	Primary Assembly	350	na
scaffold_5875	unplaced-scaffold	na	na	VCDJ01005875.1	<>	na	Primary Assembly	1408	na
scaffold_5876	unplaced-scaffold	na	na	VCDJ01005876.1	<>	na	Primary Assembly	1760	na
scaffold_5877	unplaced-scaffold	na	na	VCDJ01005877.1	<>	na	Primary Assembly	1760	na
scaffold_5878	unplaced-scaffold	na	na	VCDJ01005878.1	<>	na	Primary Assembly	1615	na
scaffold_5879	unplaced-scaffold	na	na	VCDJ01005879.1	<>	na	Primary Assembly	1760	na
scaffold_5880	unplaced-scaffold	na	na	VCDJ01005880.1	<>	na	Primary Assembly	1325	na
scaffold_5881	unplaced-scaffold	na	na	VCDJ01005881.1	<>	na	Primary Assembly	1751	na
scaffold_5882	unplaced-scaffold	na	na	VCDJ01005882.1	<>	na	Primary Assembly	1743	na
scaffold_5883	unplaced-scaffold	na	na	VCDJ01005883.1	<>	na	Primary Assembly	1754	na
scaffold_5884	unplaced-scaffold	na	na	VCDJ01005884.1	<>	na	Primary Assembly	1752	na
scaffold_5885	unplaced-scaffold	na	na	VCDJ01005885.1	<>	na	Primary Assembly	1739	na
scaffold_5886	unplaced-scaffold	na	na	VCDJ01005886.1	<>	na	Primary Assembly	1752	na
scaffold_5887	unplaced-scaffold	na	na	VCDJ01005887.1	<>	na	Primary Assembly	1751	na
scaffold_5888	unplaced-scaffold	na	na	VCDJ01005888.1	<>	na	Primary Assembly	1718	na
scaffold_5889	unplaced-scaffold	na	na	VCDJ01005889.1	<>	na	Primary Assembly	911	na
scaffold_5890	unplaced-scaffold	na	na	VCDJ01005890.1	<>	na	Primary Assembly	825	na
scaffold_5891	unplaced-scaffold	na	na	VCDJ01005891.1	<>	na	Primary Assembly	1742	na
scaffold_5892	unplaced-scaffold	na	na	VCDJ01005892.1	<>	na	Primary Assembly	1748	na
scaffold_5893	unplaced-scaffold	na	na	VCDJ01005893.1	<>	na	Primary Assembly	500	na
scaffold_5894	unplaced-scaffold	na	na	VCDJ01005894.1	<>	na	Primary Assembly	1073	na
scaffold_5895	unplaced-scaffold	na	na	VCDJ01005895.1	<>	na	Primary Assembly	1745	na
scaffold_5896	unplaced-scaffold	na	na	VCDJ01005896.1	<>	na	Primary Assembly	1746	na
scaffold_5897	unplaced-scaffold	na	na	VCDJ01005897.1	<>	na	Primary Assembly	1153	na
scaffold_5898	unplaced-scaffold	na	na	VCDJ01005898.1	<>	na	Primary Assembly	364	na
scaffold_5899	unplaced-scaffold	na	na	VCDJ01005899.1	<>	na	Primary Assembly	1378	na
scaffold_5900	unplaced-scaffold	na	na	VCDJ01005900.1	<>	na	Primary Assembly	1612	na
scaffold_5901	unplaced-scaffold	na	na	VCDJ01005901.1	<>	na	Primary Assembly	1658	na
scaffold_5902	unplaced-scaffold	na	na	VCDJ01005902.1	<>	na	Primary Assembly	1686	na
scaffold_5903	unplaced-scaffold	na	na	VCDJ01005903.1	<>	na	Primary Assembly	1732	na
scaffold_5904	unplaced-scaffold	na	na	VCDJ01005904.1	<>	na	Primary Assembly	1743	na
scaffold_5905	unplaced-scaffold	na	na	VCDJ01005905.1	<>	na	Primary Assembly	1739	na
scaffold_5906	unplaced-scaffold	na	na	VCDJ01005906.1	<>	na	Primary Assembly	1712	na
scaffold_5907	unplaced-scaffold	na	na	VCDJ01005907.1	<>	na	Primary Assembly	1742	na
scaffold_5908	unplaced-scaffold	na	na	VCDJ01005908.1	<>	na	Primary Assembly	1709	na
scaffold_5909	unplaced-scaffold	na	na	VCDJ01005909.1	<>	na	Primary Assembly	1739	na
scaffold_5910	unplaced-scaffold	na	na	VCDJ01005910.1	<>	na	Primary Assembly	1732	na
scaffold_5911	unplaced-scaffold	na	na	VCDJ01005911.1	<>	na	Primary Assembly	1741	na
scaffold_5912	unplaced-scaffold	na	na	VCDJ01005912.1	<>	na	Primary Assembly	1740	na
scaffold_5913	unplaced-scaffold	na	na	VCDJ01005913.1	<>	na	Primary Assembly	1727	na
scaffold_5914	unplaced-scaffold	na	na	VCDJ01005914.1	<>	na	Primary Assembly	1567	na
scaffold_5915	unplaced-scaffold	na	na	VCDJ01005915.1	<>	na	Primary Assembly	1738	na
scaffold_5916	unplaced-scaffold	na	na	VCDJ01005916.1	<>	na	Primary Assembly	1737	na
scaffold_5917	unplaced-scaffold	na	na	VCDJ01005917.1	<>	na	Primary Assembly	1712	na
scaffold_5918	unplaced-scaffold	na	na	VCDJ01005918.1	<>	na	Primary Assembly	1715	na
scaffold_5919	unplaced-scaffold	na	na	VCDJ01005919.1	<>	na	Primary Assembly	1734	na
scaffold_5920	unplaced-scaffold	na	na	VCDJ01005920.1	<>	na	Primary Assembly	1734	na
scaffold_5921	unplaced-scaffold	na	na	VCDJ01005921.1	<>	na	Primary Assembly	1727	na
scaffold_5922	unplaced-scaffold	na	na	VCDJ01005922.1	<>	na	Primary Assembly	1714	na
scaffold_5923	unplaced-scaffold	na	na	VCDJ01005923.1	<>	na	Primary Assembly	1733	na
scaffold_5924	unplaced-scaffold	na	na	VCDJ01005924.1	<>	na	Primary Assembly	1726	na
scaffold_5925	unplaced-scaffold	na	na	VCDJ01005925.1	<>	na	Primary Assembly	1713	na
scaffold_5926	unplaced-scaffold	na	na	VCDJ01005926.1	<>	na	Primary Assembly	1719	na
scaffold_5927	unplaced-scaffold	na	na	VCDJ01005927.1	<>	na	Primary Assembly	1726	na
scaffold_5928	unplaced-scaffold	na	na	VCDJ01005928.1	<>	na	Primary Assembly	1729	na
scaffold_5929	unplaced-scaffold	na	na	VCDJ01005929.1	<>	na	Primary Assembly	1728	na
scaffold_5930	unplaced-scaffold	na	na	VCDJ01005930.1	<>	na	Primary Assembly	1712	na
scaffold_5931	unplaced-scaffold	na	na	VCDJ01005931.1	<>	na	Primary Assembly	1727	na
scaffold_5932	unplaced-scaffold	na	na	VCDJ01005932.1	<>	na	Primary Assembly	1727	na
scaffold_5933	unplaced-scaffold	na	na	VCDJ01005933.1	<>	na	Primary Assembly	531	na
scaffold_5934	unplaced-scaffold	na	na	VCDJ01005934.1	<>	na	Primary Assembly	575	na
scaffold_5935	unplaced-scaffold	na	na	VCDJ01005935.1	<>	na	Primary Assembly	615	na
scaffold_5936	unplaced-scaffold	na	na	VCDJ01005936.1	<>	na	Primary Assembly	1705	na
scaffold_5937	unplaced-scaffold	na	na	VCDJ01005937.1	<>	na	Primary Assembly	1726	na
scaffold_5938	unplaced-scaffold	na	na	VCDJ01005938.1	<>	na	Primary Assembly	1725	na
scaffold_5939	unplaced-scaffold	na	na	VCDJ01005939.1	<>	na	Primary Assembly	1692	na
scaffold_5940	unplaced-scaffold	na	na	VCDJ01005940.1	<>	na	Primary Assembly	1724	na
scaffold_5941	unplaced-scaffold	na	na	VCDJ01005941.1	<>	na	Primary Assembly	1433	na
scaffold_5942	unplaced-scaffold	na	na	VCDJ01005942.1	<>	na	Primary Assembly	1662	na
scaffold_5943	unplaced-scaffold	na	na	VCDJ01005943.1	<>	na	Primary Assembly	1707	na
scaffold_5944	unplaced-scaffold	na	na	VCDJ01005944.1	<>	na	Primary Assembly	1720	na
scaffold_5945	unplaced-scaffold	na	na	VCDJ01005945.1	<>	na	Primary Assembly	1713	na
scaffold_5946	unplaced-scaffold	na	na	VCDJ01005946.1	<>	na	Primary Assembly	1720	na
scaffold_5947	unplaced-scaffold	na	na	VCDJ01005947.1	<>	na	Primary Assembly	1670	na
scaffold_5948	unplaced-scaffold	na	na	VCDJ01005948.1	<>	na	Primary Assembly	1701	na
scaffold_5949	unplaced-scaffold	na	na	VCDJ01005949.1	<>	na	Primary Assembly	1718	na
scaffold_5950	unplaced-scaffold	na	na	VCDJ01005950.1	<>	na	Primary Assembly	1718	na
scaffold_5951	unplaced-scaffold	na	na	VCDJ01005951.1	<>	na	Primary Assembly	1715	na
scaffold_5952	unplaced-scaffold	na	na	VCDJ01005952.1	<>	na	Primary Assembly	201	na
scaffold_5953	unplaced-scaffold	na	na	VCDJ01005953.1	<>	na	Primary Assembly	1390	na
scaffold_5954	unplaced-scaffold	na	na	VCDJ01005954.1	<>	na	Primary Assembly	592	na
scaffold_5955	unplaced-scaffold	na	na	VCDJ01005955.1	<>	na	Primary Assembly	644	na
scaffold_5956	unplaced-scaffold	na	na	VCDJ01005956.1	<>	na	Primary Assembly	1707	na
scaffold_5957	unplaced-scaffold	na	na	VCDJ01005957.1	<>	na	Primary Assembly	1716	na
scaffold_5958	unplaced-scaffold	na	na	VCDJ01005958.1	<>	na	Primary Assembly	1715	na
scaffold_5959	unplaced-scaffold	na	na	VCDJ01005959.1	<>	na	Primary Assembly	1698	na
scaffold_5960	unplaced-scaffold	na	na	VCDJ01005960.1	<>	na	Primary Assembly	1697	na
scaffold_5961	unplaced-scaffold	na	na	VCDJ01005961.1	<>	na	Primary Assembly	1093	na
scaffold_5962	unplaced-scaffold	na	na	VCDJ01005962.1	<>	na	Primary Assembly	601	na
scaffold_5963	unplaced-scaffold	na	na	VCDJ01005963.1	<>	na	Primary Assembly	1710	na
scaffold_5964	unplaced-scaffold	na	na	VCDJ01005964.1	<>	na	Primary Assembly	1710	na
scaffold_5965	unplaced-scaffold	na	na	VCDJ01005965.1	<>	na	Primary Assembly	1692	na
scaffold_5966	unplaced-scaffold	na	na	VCDJ01005966.1	<>	na	Primary Assembly	1677	na
scaffold_5967	unplaced-scaffold	na	na	VCDJ01005967.1	<>	na	Primary Assembly	1710	na
scaffold_5968	unplaced-scaffold	na	na	VCDJ01005968.1	<>	na	Primary Assembly	904	na
scaffold_5969	unplaced-scaffold	na	na	VCDJ01005969.1	<>	na	Primary Assembly	788	na
scaffold_5970	unplaced-scaffold	na	na	VCDJ01005970.1	<>	na	Primary Assembly	1675	na
scaffold_5971	unplaced-scaffold	na	na	VCDJ01005971.1	<>	na	Primary Assembly	1710	na
scaffold_5972	unplaced-scaffold	na	na	VCDJ01005972.1	<>	na	Primary Assembly	1709	na
scaffold_5973	unplaced-scaffold	na	na	VCDJ01005973.1	<>	na	Primary Assembly	1709	na
scaffold_5974	unplaced-scaffold	na	na	VCDJ01005974.1	<>	na	Primary Assembly	1706	na
scaffold_5975	unplaced-scaffold	na	na	VCDJ01005975.1	<>	na	Primary Assembly	490	na
scaffold_5976	unplaced-scaffold	na	na	VCDJ01005976.1	<>	na	Primary Assembly	1218	na
scaffold_5977	unplaced-scaffold	na	na	VCDJ01005977.1	<>	na	Primary Assembly	1693	na
scaffold_5978	unplaced-scaffold	na	na	VCDJ01005978.1	<>	na	Primary Assembly	1707	na
scaffold_5979	unplaced-scaffold	na	na	VCDJ01005979.1	<>	na	Primary Assembly	1707	na
scaffold_5980	unplaced-scaffold	na	na	VCDJ01005980.1	<>	na	Primary Assembly	1066	na
scaffold_5981	unplaced-scaffold	na	na	VCDJ01005981.1	<>	na	Primary Assembly	619	na
scaffold_5982	unplaced-scaffold	na	na	VCDJ01005982.1	<>	na	Primary Assembly	1707	na
scaffold_5983	unplaced-scaffold	na	na	VCDJ01005983.1	<>	na	Primary Assembly	1706	na
scaffold_5984	unplaced-scaffold	na	na	VCDJ01005984.1	<>	na	Primary Assembly	1705	na
scaffold_5985	unplaced-scaffold	na	na	VCDJ01005985.1	<>	na	Primary Assembly	510	na
scaffold_5986	unplaced-scaffold	na	na	VCDJ01005986.1	<>	na	Primary Assembly	1108	na
scaffold_5987	unplaced-scaffold	na	na	VCDJ01005987.1	<>	na	Primary Assembly	1704	na
scaffold_5988	unplaced-scaffold	na	na	VCDJ01005988.1	<>	na	Primary Assembly	1699	na
scaffold_5989	unplaced-scaffold	na	na	VCDJ01005989.1	<>	na	Primary Assembly	1694	na
scaffold_5990	unplaced-scaffold	na	na	VCDJ01005990.1	<>	na	Primary Assembly	1202	na
scaffold_5991	unplaced-scaffold	na	na	VCDJ01005991.1	<>	na	Primary Assembly	486	na
scaffold_5992	unplaced-scaffold	na	na	VCDJ01005992.1	<>	na	Primary Assembly	1249	na
scaffold_5993	unplaced-scaffold	na	na	VCDJ01005993.1	<>	na	Primary Assembly	302	na
scaffold_5994	unplaced-scaffold	na	na	VCDJ01005994.1	<>	na	Primary Assembly	1399	na
scaffold_5995	unplaced-scaffold	na	na	VCDJ01005995.1	<>	na	Primary Assembly	1703	na
scaffold_5996	unplaced-scaffold	na	na	VCDJ01005996.1	<>	na	Primary Assembly	1703	na
scaffold_5997	unplaced-scaffold	na	na	VCDJ01005997.1	<>	na	Primary Assembly	1702	na
scaffold_5998	unplaced-scaffold	na	na	VCDJ01005998.1	<>	na	Primary Assembly	1674	na
scaffold_5999	unplaced-scaffold	na	na	VCDJ01005999.1	<>	na	Primary Assembly	1700	na
scaffold_6000	unplaced-scaffold	na	na	VCDJ01006000.1	<>	na	Primary Assembly	1648	na
scaffold_6001	unplaced-scaffold	na	na	VCDJ01006001.1	<>	na	Primary Assembly	1651	na
scaffold_6002	unplaced-scaffold	na	na	VCDJ01006002.1	<>	na	Primary Assembly	1334	na
scaffold_6003	unplaced-scaffold	na	na	VCDJ01006003.1	<>	na	Primary Assembly	341	na
scaffold_6004	unplaced-scaffold	na	na	VCDJ01006004.1	<>	na	Primary Assembly	1698	na
scaffold_6005	unplaced-scaffold	na	na	VCDJ01006005.1	<>	na	Primary Assembly	1679	na
scaffold_6006	unplaced-scaffold	na	na	VCDJ01006006.1	<>	na	Primary Assembly	1696	na
scaffold_6007	unplaced-scaffold	na	na	VCDJ01006007.1	<>	na	Primary Assembly	1660	na
scaffold_6008	unplaced-scaffold	na	na	VCDJ01006008.1	<>	na	Primary Assembly	1680	na
scaffold_6009	unplaced-scaffold	na	na	VCDJ01006009.1	<>	na	Primary Assembly	1563	na
scaffold_6010	unplaced-scaffold	na	na	VCDJ01006010.1	<>	na	Primary Assembly	1680	na
scaffold_6011	unplaced-scaffold	na	na	VCDJ01006011.1	<>	na	Primary Assembly	1697	na
scaffold_6012	unplaced-scaffold	na	na	VCDJ01006012.1	<>	na	Primary Assembly	1639	na
scaffold_6013	unplaced-scaffold	na	na	VCDJ01006013.1	<>	na	Primary Assembly	1697	na
scaffold_6014	unplaced-scaffold	na	na	VCDJ01006014.1	<>	na	Primary Assembly	1610	na
scaffold_6015	unplaced-scaffold	na	na	VCDJ01006015.1	<>	na	Primary Assembly	1627	na
scaffold_6016	unplaced-scaffold	na	na	VCDJ01006016.1	<>	na	Primary Assembly	1691	na
scaffold_6017	unplaced-scaffold	na	na	VCDJ01006017.1	<>	na	Primary Assembly	1694	na
scaffold_6018	unplaced-scaffold	na	na	VCDJ01006018.1	<>	na	Primary Assembly	401	na
scaffold_6019	unplaced-scaffold	na	na	VCDJ01006019.1	<>	na	Primary Assembly	1228	na
scaffold_6020	unplaced-scaffold	na	na	VCDJ01006020.1	<>	na	Primary Assembly	1692	na
scaffold_6021	unplaced-scaffold	na	na	VCDJ01006021.1	<>	na	Primary Assembly	1692	na
scaffold_6022	unplaced-scaffold	na	na	VCDJ01006022.1	<>	na	Primary Assembly	1637	na
scaffold_6023	unplaced-scaffold	na	na	VCDJ01006023.1	<>	na	Primary Assembly	1686	na
scaffold_6024	unplaced-scaffold	na	na	VCDJ01006024.1	<>	na	Primary Assembly	1688	na
scaffold_6025	unplaced-scaffold	na	na	VCDJ01006025.1	<>	na	Primary Assembly	1678	na
scaffold_6026	unplaced-scaffold	na	na	VCDJ01006026.1	<>	na	Primary Assembly	1672	na
scaffold_6027	unplaced-scaffold	na	na	VCDJ01006027.1	<>	na	Primary Assembly	1613	na
scaffold_6028	unplaced-scaffold	na	na	VCDJ01006028.1	<>	na	Primary Assembly	1680	na
scaffold_6029	unplaced-scaffold	na	na	VCDJ01006029.1	<>	na	Primary Assembly	1686	na
scaffold_6030	unplaced-scaffold	na	na	VCDJ01006030.1	<>	na	Primary Assembly	1685	na
scaffold_6031	unplaced-scaffold	na	na	VCDJ01006031.1	<>	na	Primary Assembly	1684	na
scaffold_6032	unplaced-scaffold	na	na	VCDJ01006032.1	<>	na	Primary Assembly	1684	na
scaffold_6033	unplaced-scaffold	na	na	VCDJ01006033.1	<>	na	Primary Assembly	1661	na
scaffold_6034	unplaced-scaffold	na	na	VCDJ01006034.1	<>	na	Primary Assembly	1664	na
scaffold_6035	unplaced-scaffold	na	na	VCDJ01006035.1	<>	na	Primary Assembly	1019	na
scaffold_6036	unplaced-scaffold	na	na	VCDJ01006036.1	<>	na	Primary Assembly	1681	na
scaffold_6037	unplaced-scaffold	na	na	VCDJ01006037.1	<>	na	Primary Assembly	1681	na
scaffold_6038	unplaced-scaffold	na	na	VCDJ01006038.1	<>	na	Primary Assembly	1570	na
scaffold_6039	unplaced-scaffold	na	na	VCDJ01006039.1	<>	na	Primary Assembly	210	na
scaffold_6040	unplaced-scaffold	na	na	VCDJ01006040.1	<>	na	Primary Assembly	1414	na
scaffold_6041	unplaced-scaffold	na	na	VCDJ01006041.1	<>	na	Primary Assembly	975	na
scaffold_6042	unplaced-scaffold	na	na	VCDJ01006042.1	<>	na	Primary Assembly	703	na
scaffold_6043	unplaced-scaffold	na	na	VCDJ01006043.1	<>	na	Primary Assembly	1658	na
scaffold_6044	unplaced-scaffold	na	na	VCDJ01006044.1	<>	na	Primary Assembly	1675	na
scaffold_6045	unplaced-scaffold	na	na	VCDJ01006045.1	<>	na	Primary Assembly	1616	na
scaffold_6046	unplaced-scaffold	na	na	VCDJ01006046.1	<>	na	Primary Assembly	1677	na
scaffold_6047	unplaced-scaffold	na	na	VCDJ01006047.1	<>	na	Primary Assembly	1605	na
scaffold_6048	unplaced-scaffold	na	na	VCDJ01006048.1	<>	na	Primary Assembly	1676	na
scaffold_6049	unplaced-scaffold	na	na	VCDJ01006049.1	<>	na	Primary Assembly	1264	na
scaffold_6050	unplaced-scaffold	na	na	VCDJ01006050.1	<>	na	Primary Assembly	402	na
scaffold_6051	unplaced-scaffold	na	na	VCDJ01006051.1	<>	na	Primary Assembly	1655	na
scaffold_6052	unplaced-scaffold	na	na	VCDJ01006052.1	<>	na	Primary Assembly	1674	na
scaffold_6053	unplaced-scaffold	na	na	VCDJ01006053.1	<>	na	Primary Assembly	1567	na
scaffold_6054	unplaced-scaffold	na	na	VCDJ01006054.1	<>	na	Primary Assembly	236	na
scaffold_6055	unplaced-scaffold	na	na	VCDJ01006055.1	<>	na	Primary Assembly	885	na
scaffold_6056	unplaced-scaffold	na	na	VCDJ01006056.1	<>	na	Primary Assembly	520	na
scaffold_6057	unplaced-scaffold	na	na	VCDJ01006057.1	<>	na	Primary Assembly	1185	na
scaffold_6058	unplaced-scaffold	na	na	VCDJ01006058.1	<>	na	Primary Assembly	478	na
scaffold_6059	unplaced-scaffold	na	na	VCDJ01006059.1	<>	na	Primary Assembly	266	na
scaffold_6060	unplaced-scaffold	na	na	VCDJ01006060.1	<>	na	Primary Assembly	1271	na
scaffold_6061	unplaced-scaffold	na	na	VCDJ01006061.1	<>	na	Primary Assembly	1643	na
scaffold_6062	unplaced-scaffold	na	na	VCDJ01006062.1	<>	na	Primary Assembly	1659	na
scaffold_6063	unplaced-scaffold	na	na	VCDJ01006063.1	<>	na	Primary Assembly	1585	na
scaffold_6064	unplaced-scaffold	na	na	VCDJ01006064.1	<>	na	Primary Assembly	1669	na
scaffold_6065	unplaced-scaffold	na	na	VCDJ01006065.1	<>	na	Primary Assembly	1667	na
scaffold_6066	unplaced-scaffold	na	na	VCDJ01006066.1	<>	na	Primary Assembly	1669	na
scaffold_6067	unplaced-scaffold	na	na	VCDJ01006067.1	<>	na	Primary Assembly	1547	na
scaffold_6068	unplaced-scaffold	na	na	VCDJ01006068.1	<>	na	Primary Assembly	1659	na
scaffold_6069	unplaced-scaffold	na	na	VCDJ01006069.1	<>	na	Primary Assembly	1474	na
scaffold_6070	unplaced-scaffold	na	na	VCDJ01006070.1	<>	na	Primary Assembly	1668	na
scaffold_6071	unplaced-scaffold	na	na	VCDJ01006071.1	<>	na	Primary Assembly	1636	na
scaffold_6072	unplaced-scaffold	na	na	VCDJ01006072.1	<>	na	Primary Assembly	1665	na
scaffold_6073	unplaced-scaffold	na	na	VCDJ01006073.1	<>	na	Primary Assembly	1648	na
scaffold_6074	unplaced-scaffold	na	na	VCDJ01006074.1	<>	na	Primary Assembly	1655	na
scaffold_6075	unplaced-scaffold	na	na	VCDJ01006075.1	<>	na	Primary Assembly	1648	na
scaffold_6076	unplaced-scaffold	na	na	VCDJ01006076.1	<>	na	Primary Assembly	1527	na
scaffold_6077	unplaced-scaffold	na	na	VCDJ01006077.1	<>	na	Primary Assembly	1663	na
scaffold_6078	unplaced-scaffold	na	na	VCDJ01006078.1	<>	na	Primary Assembly	1657	na
scaffold_6079	unplaced-scaffold	na	na	VCDJ01006079.1	<>	na	Primary Assembly	1661	na
scaffold_6080	unplaced-scaffold	na	na	VCDJ01006080.1	<>	na	Primary Assembly	1649	na
scaffold_6081	unplaced-scaffold	na	na	VCDJ01006081.1	<>	na	Primary Assembly	1639	na
scaffold_6082	unplaced-scaffold	na	na	VCDJ01006082.1	<>	na	Primary Assembly	1649	na
scaffold_6083	unplaced-scaffold	na	na	VCDJ01006083.1	<>	na	Primary Assembly	1479	na
scaffold_6084	unplaced-scaffold	na	na	VCDJ01006084.1	<>	na	Primary Assembly	1660	na
scaffold_6085	unplaced-scaffold	na	na	VCDJ01006085.1	<>	na	Primary Assembly	1659	na
scaffold_6086	unplaced-scaffold	na	na	VCDJ01006086.1	<>	na	Primary Assembly	1622	na
scaffold_6087	unplaced-scaffold	na	na	VCDJ01006087.1	<>	na	Primary Assembly	1658	na
scaffold_6088	unplaced-scaffold	na	na	VCDJ01006088.1	<>	na	Primary Assembly	919	na
scaffold_6089	unplaced-scaffold	na	na	VCDJ01006089.1	<>	na	Primary Assembly	717	na
scaffold_6090	unplaced-scaffold	na	na	VCDJ01006090.1	<>	na	Primary Assembly	1300	na
scaffold_6091	unplaced-scaffold	na	na	VCDJ01006091.1	<>	na	Primary Assembly	355	na
scaffold_6092	unplaced-scaffold	na	na	VCDJ01006092.1	<>	na	Primary Assembly	1655	na
scaffold_6093	unplaced-scaffold	na	na	VCDJ01006093.1	<>	na	Primary Assembly	295	na
scaffold_6094	unplaced-scaffold	na	na	VCDJ01006094.1	<>	na	Primary Assembly	1340	na
scaffold_6095	unplaced-scaffold	na	na	VCDJ01006095.1	<>	na	Primary Assembly	202	na
scaffold_6096	unplaced-scaffold	na	na	VCDJ01006096.1	<>	na	Primary Assembly	1448	na
scaffold_6097	unplaced-scaffold	na	na	VCDJ01006097.1	<>	na	Primary Assembly	1646	na
scaffold_6098	unplaced-scaffold	na	na	VCDJ01006098.1	<>	na	Primary Assembly	1651	na
scaffold_6099	unplaced-scaffold	na	na	VCDJ01006099.1	<>	na	Primary Assembly	1653	na
scaffold_6100	unplaced-scaffold	na	na	VCDJ01006100.1	<>	na	Primary Assembly	733	na
scaffold_6101	unplaced-scaffold	na	na	VCDJ01006101.1	<>	na	Primary Assembly	687	na
scaffold_6102	unplaced-scaffold	na	na	VCDJ01006102.1	<>	na	Primary Assembly	201	na
scaffold_6103	unplaced-scaffold	na	na	VCDJ01006103.1	<>	na	Primary Assembly	365	na
scaffold_6104	unplaced-scaffold	na	na	VCDJ01006104.1	<>	na	Primary Assembly	1082	na
scaffold_6105	unplaced-scaffold	na	na	VCDJ01006105.1	<>	na	Primary Assembly	1652	na
scaffold_6106	unplaced-scaffold	na	na	VCDJ01006106.1	<>	na	Primary Assembly	1652	na
scaffold_6107	unplaced-scaffold	na	na	VCDJ01006107.1	<>	na	Primary Assembly	1465	na
scaffold_6108	unplaced-scaffold	na	na	VCDJ01006108.1	<>	na	Primary Assembly	437	na
scaffold_6109	unplaced-scaffold	na	na	VCDJ01006109.1	<>	na	Primary Assembly	1117	na
scaffold_6110	unplaced-scaffold	na	na	VCDJ01006110.1	<>	na	Primary Assembly	1601	na
scaffold_6111	unplaced-scaffold	na	na	VCDJ01006111.1	<>	na	Primary Assembly	1636	na
scaffold_6112	unplaced-scaffold	na	na	VCDJ01006112.1	<>	na	Primary Assembly	1384	na
scaffold_6113	unplaced-scaffold	na	na	VCDJ01006113.1	<>	na	Primary Assembly	1648	na
scaffold_6114	unplaced-scaffold	na	na	VCDJ01006114.1	<>	na	Primary Assembly	903	na
scaffold_6115	unplaced-scaffold	na	na	VCDJ01006115.1	<>	na	Primary Assembly	267	na
scaffold_6116	unplaced-scaffold	na	na	VCDJ01006116.1	<>	na	Primary Assembly	1575	na
scaffold_6117	unplaced-scaffold	na	na	VCDJ01006117.1	<>	na	Primary Assembly	1647	na
scaffold_6118	unplaced-scaffold	na	na	VCDJ01006118.1	<>	na	Primary Assembly	1647	na
scaffold_6119	unplaced-scaffold	na	na	VCDJ01006119.1	<>	na	Primary Assembly	931	na
